,Age,Job,Marital Status,Education,Default,Balance (euros),Housing Loan,Loan,Contact,Last Contact Day,Last Contact Month,Last Contact Duration,Campaign,Pdays,Previous,Poutcome,Subscription
20875,47.0,management,married,tertiary,0,295.0,1,0,cellular,5,aug,157,1,-1.0,0,unknown,0
20876,33.0,blue-collar,married,primary,0,208.0,1,0,cellular,16,jul,284,1,-1.0,0,unknown,0
20877,46.0,management,married,tertiary,0,587.0,0,0,telephone,2,feb,186,1,-1.0,0,unknown,0
20878,58.0,housemaid,married,tertiary,0,1280.0,0,1,unknown,9,jun,112,1,-1.0,0,unknown,0
20879,42.0,technician,single,secondary,0,275.0,0,0,cellular,29,jul,522,3,-1.0,0,unknown,0
20880,26.0,blue-collar,single,secondary,0,419.0,1,0,unknown,28,may,94,3,-1.0,0,unknown,0
20881,40.0,retired,married,primary,0,407.0,1,0,unknown,7,may,502,1,-1.0,0,unknown,0
20882,48.0,services,single,secondary,0,2749.0,0,0,cellular,19,nov,442,1,-1.0,0,unknown,0
20883,48.0,technician,divorced,tertiary,0,113.0,0,1,cellular,22,jul,38,1,-1.0,0,unknown,0
20884,31.0,admin.,single,secondary,0,-449.0,1,0,unknown,28,may,81,2,-1.0,0,unknown,0
20885,47.0,technician,divorced,secondary,0,-81.0,1,0,cellular,21,nov,262,1,-1.0,0,unknown,0
20886,56.0,management,divorced,tertiary,0,2126.0,1,0,cellular,17,nov,131,1,-1.0,0,unknown,0
20887,34.0,management,married,tertiary,0,188.0,0,0,cellular,5,may,399,1,-1.0,0,unknown,0
20888,35.0,management,married,tertiary,0,1684.0,1,0,cellular,28,aug,39,8,-1.0,0,unknown,0
20889,56.0,self-employed,married,unknown,0,7.0,0,0,unknown,6,may,305,2,-1.0,0,unknown,0
20890,24.0,student,single,secondary,0,304.0,0,0,unknown,9,may,180,3,-1.0,0,unknown,0
20891,58.0,retired,divorced,tertiary,0,1321.0,0,0,telephone,29,jul,157,6,-1.0,0,unknown,0
20892,33.0,technician,single,secondary,0,920.0,1,0,cellular,21,nov,58,1,122.0,4,failure,0
20893,31.0,technician,single,tertiary,0,336.0,0,0,cellular,22,aug,661,1,-1.0,0,unknown,0
20894,34.0,admin.,married,tertiary,0,457.0,0,0,cellular,6,feb,144,5,-1.0,0,unknown,0
20895,30.0,self-employed,single,tertiary,0,166.0,0,0,cellular,30,jul,151,4,-1.0,0,unknown,0
20896,44.0,technician,married,secondary,0,2575.0,1,1,cellular,29,jul,129,2,-1.0,0,unknown,0
20897,29.0,blue-collar,married,secondary,0,1956.0,1,0,unknown,16,may,266,6,-1.0,0,unknown,0
20898,51.0,admin.,divorced,secondary,0,340.0,1,0,unknown,8,may,186,1,-1.0,0,unknown,0
20899,49.0,management,married,secondary,0,104.0,1,0,unknown,8,may,285,1,-1.0,0,unknown,0
20900,48.0,blue-collar,married,secondary,0,1730.0,1,0,cellular,10,aug,158,1,102.0,1,success,0
20901,41.0,blue-collar,married,secondary,0,284.0,1,0,cellular,31,jul,8,23,-1.0,0,unknown,0
20902,59.0,retired,married,primary,0,4007.0,0,0,cellular,26,mar,157,2,116.0,4,failure,0
20903,69.0,retired,married,secondary,0,3588.0,1,0,cellular,10,dec,429,1,-1.0,0,unknown,1
20904,34.0,management,single,tertiary,0,318.0,1,0,unknown,9,may,133,2,-1.0,0,unknown,0
20905,34.0,management,single,tertiary,0,2607.0,0,0,cellular,7,may,63,1,336.0,12,other,0
20906,43.0,management,married,tertiary,0,1825.0,1,0,unknown,20,may,742,2,-1.0,0,unknown,0
20907,46.0,unemployed,single,secondary,0,836.0,0,0,cellular,18,nov,95,1,-1.0,0,unknown,0
20908,31.0,admin.,married,secondary,0,352.0,0,0,telephone,28,oct,60,1,-1.0,0,unknown,0
20909,35.0,management,married,tertiary,0,222.0,1,0,cellular,18,nov,187,2,-1.0,0,unknown,0
20910,37.0,technician,married,secondary,0,1016.0,1,1,cellular,20,nov,195,3,8.0,1,failure,0
20911,46.0,technician,married,secondary,0,1.0,0,1,cellular,20,nov,200,1,-1.0,0,unknown,0
20912,85.0,retired,divorced,primary,0,7613.0,0,0,cellular,18,feb,355,3,-1.0,0,unknown,1
20913,33.0,services,married,secondary,0,2184.0,1,0,cellular,20,apr,151,1,-1.0,0,unknown,0
20914,61.0,retired,married,secondary,0,313.0,0,1,unknown,3,jul,42,1,-1.0,0,unknown,0
20915,29.0,unemployed,married,secondary,0,596.0,0,0,cellular,30,jan,510,2,-1.0,0,unknown,0
20916,53.0,admin.,married,secondary,0,3703.0,1,0,cellular,16,apr,104,1,267.0,1,failure,0
20917,54.0,technician,single,tertiary,0,467.0,1,0,cellular,18,jul,674,3,-1.0,0,unknown,1
20918,36.0,blue-collar,married,primary,0,1503.0,0,0,cellular,19,nov,138,1,-1.0,0,unknown,0
20919,49.0,services,married,secondary,0,245.0,1,1,unknown,6,may,318,1,-1.0,0,unknown,0
20920,52.0,management,single,tertiary,0,2076.0,1,0,unknown,29,may,112,1,-1.0,0,unknown,0
20921,60.0,retired,married,secondary,1,15.0,0,0,unknown,6,may,80,1,-1.0,0,unknown,0
20922,78.0,retired,divorced,secondary,0,3417.0,0,0,cellular,12,may,309,1,181.0,1,success,1
20923,47.0,blue-collar,married,secondary,0,-423.0,0,0,unknown,9,jun,127,2,-1.0,0,unknown,0
20924,31.0,student,married,secondary,0,200.0,1,0,cellular,4,may,362,5,-1.0,0,unknown,0
20925,30.0,housemaid,single,secondary,0,358.0,1,0,cellular,21,nov,45,2,-1.0,0,unknown,0
20926,31.0,management,single,secondary,0,301.0,1,0,unknown,6,may,82,1,-1.0,0,unknown,0
20927,51.0,entrepreneur,married,tertiary,0,-267.0,1,0,cellular,9,jul,42,1,-1.0,0,unknown,0
20928,46.0,blue-collar,single,primary,0,96.0,1,0,cellular,19,nov,217,1,-1.0,0,unknown,0
20929,29.0,self-employed,married,tertiary,0,242.0,1,0,cellular,18,jul,73,4,-1.0,0,unknown,0
20930,39.0,blue-collar,divorced,secondary,0,2601.0,0,0,unknown,9,jun,70,1,-1.0,0,unknown,0
20931,48.0,technician,married,tertiary,0,58.0,1,0,cellular,12,jun,110,2,-1.0,0,unknown,0
20932,52.0,blue-collar,married,secondary,0,5275.0,0,1,cellular,22,jul,1029,3,-1.0,0,unknown,0
20933,35.0,management,single,tertiary,0,9336.0,1,0,cellular,18,may,311,2,-1.0,0,unknown,0
20934,67.0,retired,married,primary,0,4416.0,0,0,cellular,29,sep,245,3,-1.0,0,unknown,1
20935,35.0,management,single,tertiary,0,385.0,1,0,cellular,29,aug,168,2,-1.0,0,unknown,0
20936,52.0,blue-collar,married,primary,0,1331.0,1,0,cellular,29,jul,213,2,-1.0,0,unknown,0
20937,36.0,blue-collar,married,secondary,0,63.0,1,0,unknown,16,may,322,2,-1.0,0,unknown,0
20938,72.0,retired,married,secondary,0,1978.0,0,0,cellular,6,sep,312,1,-1.0,0,unknown,1
20939,26.0,management,single,tertiary,0,498.0,1,0,unknown,8,may,99,3,-1.0,0,unknown,0
20940,34.0,blue-collar,divorced,secondary,0,1780.0,1,0,unknown,2,jun,187,9,-1.0,0,unknown,0
20941,32.0,services,married,secondary,0,109.0,1,0,unknown,2,jun,364,13,-1.0,0,unknown,0
20942,59.0,housemaid,married,secondary,0,1040.0,0,0,cellular,5,aug,123,2,-1.0,0,unknown,0
20943,44.0,self-employed,divorced,tertiary,0,1070.0,1,0,cellular,12,aug,137,2,104.0,3,success,1
20944,33.0,management,divorced,tertiary,0,0.0,1,1,cellular,19,aug,275,8,-1.0,0,unknown,0
20945,32.0,management,single,tertiary,1,62.0,0,1,cellular,24,jul,577,3,-1.0,0,unknown,0
20946,54.0,blue-collar,married,primary,0,258.0,0,0,telephone,25,may,86,1,88.0,1,failure,0
20947,35.0,technician,married,secondary,0,410.0,1,0,cellular,20,nov,67,2,-1.0,0,unknown,0
20948,31.0,student,single,unknown,0,7826.0,0,0,telephone,17,mar,133,7,-1.0,0,unknown,0
20949,49.0,technician,divorced,secondary,0,972.0,0,0,cellular,16,nov,104,3,175.0,2,failure,0
20950,35.0,management,single,tertiary,0,824.0,1,0,cellular,16,apr,693,2,-1.0,0,unknown,0
20951,31.0,unemployed,single,secondary,0,284.0,1,0,cellular,2,feb,855,1,-1.0,0,unknown,1
20952,49.0,services,married,secondary,0,2201.0,1,0,unknown,15,may,233,3,-1.0,0,unknown,0
20953,47.0,technician,divorced,tertiary,0,-1148.0,1,1,unknown,27,may,62,2,-1.0,0,unknown,0
20954,40.0,management,divorced,tertiary,0,69.0,1,0,cellular,6,may,503,2,280.0,2,failure,0
20955,56.0,blue-collar,divorced,primary,0,3021.0,0,0,unknown,9,jun,419,2,-1.0,0,unknown,0
20956,35.0,blue-collar,single,secondary,0,0.0,1,0,cellular,16,apr,1174,1,345.0,4,other,1
20957,31.0,technician,single,secondary,0,304.0,0,0,cellular,29,jan,293,2,160.0,2,other,0
20958,46.0,blue-collar,married,primary,0,575.0,0,0,cellular,25,aug,129,3,-1.0,0,unknown,0
20959,35.0,services,married,unknown,0,0.0,0,0,unknown,17,jun,229,7,-1.0,0,unknown,0
20960,58.0,retired,married,primary,0,0.0,0,0,cellular,4,aug,506,1,-1.0,0,unknown,0
20961,33.0,student,divorced,secondary,0,422.0,0,0,cellular,6,aug,406,3,-1.0,0,unknown,0
20962,49.0,management,divorced,secondary,0,1598.0,1,0,cellular,12,may,76,2,348.0,1,failure,0
20963,58.0,management,married,tertiary,0,-565.0,1,1,cellular,17,nov,191,2,-1.0,0,unknown,0
20964,32.0,blue-collar,married,secondary,0,-446.0,0,0,cellular,13,may,126,2,344.0,1,failure,0
20965,32.0,management,married,tertiary,0,233.0,1,0,unknown,7,may,193,1,-1.0,0,unknown,0
20966,37.0,self-employed,married,tertiary,0,1510.0,1,0,unknown,3,jun,88,2,-1.0,0,unknown,0
20967,50.0,admin.,divorced,secondary,0,556.0,1,0,cellular,25,jul,305,1,-1.0,0,unknown,0
20968,31.0,blue-collar,married,unknown,1,-13.0,1,0,unknown,30,may,176,4,-1.0,0,unknown,0
20969,28.0,housemaid,married,secondary,1,65.0,1,1,cellular,13,may,165,1,300.0,1,failure,0
20970,47.0,blue-collar,married,secondary,0,3070.0,0,0,cellular,20,nov,144,2,-1.0,0,unknown,0
20971,62.0,unknown,married,secondary,0,367.0,0,0,telephone,7,sep,221,1,189.0,5,failure,0
20972,27.0,management,single,secondary,0,442.0,1,0,unknown,28,may,212,1,-1.0,0,unknown,0
20973,37.0,management,married,tertiary,0,1300.0,1,0,cellular,16,apr,211,1,-1.0,0,unknown,0
20974,40.0,management,married,tertiary,0,-495.0,0,1,cellular,29,jul,303,2,-1.0,0,unknown,0
20975,35.0,management,married,tertiary,0,387.0,1,0,cellular,16,jul,254,2,-1.0,0,unknown,0
20976,29.0,admin.,married,secondary,0,1761.0,1,1,cellular,14,may,175,1,-1.0,0,unknown,0
20977,39.0,technician,married,tertiary,0,0.0,0,0,cellular,28,aug,13,17,-1.0,0,unknown,0
20978,59.0,housemaid,married,primary,0,1100.0,0,0,cellular,18,aug,147,10,-1.0,0,unknown,0
20979,57.0,blue-collar,married,primary,0,452.0,1,0,unknown,13,may,139,4,-1.0,0,unknown,0
20980,34.0,admin.,married,tertiary,0,21.0,0,1,cellular,2,jun,269,1,92.0,2,failure,0
20981,37.0,technician,single,secondary,0,1255.0,1,0,unknown,30,may,224,2,-1.0,0,unknown,0
20982,30.0,self-employed,single,tertiary,0,3343.0,0,0,cellular,1,jun,235,1,-1.0,0,unknown,1
20983,26.0,student,single,secondary,0,3090.0,0,0,cellular,26,jul,379,1,339.0,1,failure,0
20984,26.0,admin.,single,secondary,0,160.0,0,1,cellular,4,may,172,2,-1.0,0,unknown,0
20985,29.0,unknown,single,secondary,0,923.0,0,0,cellular,26,may,333,1,-1.0,0,unknown,0
20986,42.0,entrepreneur,married,unknown,0,206.0,1,0,cellular,30,jul,695,2,-1.0,0,unknown,1
20987,24.0,student,single,tertiary,0,1592.0,0,0,cellular,16,aug,98,3,111.0,5,other,0
20988,26.0,services,single,secondary,0,-72.0,1,0,unknown,30,jun,82,9,-1.0,0,unknown,0
20989,43.0,technician,married,tertiary,0,1201.0,1,1,cellular,18,nov,82,1,97.0,3,failure,0
20990,45.0,admin.,married,secondary,0,-31.0,1,0,unknown,14,may,295,2,-1.0,0,unknown,0
20991,34.0,management,married,tertiary,0,82.0,0,0,unknown,14,may,94,6,-1.0,0,unknown,0
20992,43.0,services,single,secondary,0,66.0,1,0,cellular,8,may,198,1,-1.0,0,unknown,0
20993,53.0,admin.,single,secondary,0,1178.0,1,0,unknown,15,may,295,2,-1.0,0,unknown,0
20994,33.0,management,single,tertiary,0,7114.0,1,0,cellular,5,feb,271,2,233.0,3,other,0
20995,30.0,management,single,tertiary,0,17036.0,1,0,unknown,4,jun,597,7,-1.0,0,unknown,0
20996,69.0,retired,married,unknown,0,647.0,0,0,telephone,27,mar,199,1,-1.0,0,unknown,0
20997,41.0,blue-collar,married,secondary,0,1236.0,1,0,cellular,11,may,911,3,-1.0,0,unknown,1
20998,43.0,housemaid,divorced,tertiary,0,42.0,1,0,cellular,19,aug,696,2,-1.0,0,unknown,0
20999,26.0,admin.,single,secondary,0,96.0,0,0,cellular,6,may,606,1,345.0,1,failure,0
21000,37.0,management,single,secondary,0,8311.0,1,0,cellular,16,apr,474,2,-1.0,0,unknown,0
21001,34.0,blue-collar,single,primary,0,0.0,1,1,cellular,21,jul,100,2,-1.0,0,unknown,0
21002,57.0,admin.,divorced,secondary,0,3058.0,1,0,unknown,8,may,268,1,-1.0,0,unknown,0
21003,42.0,services,married,secondary,0,2145.0,0,0,cellular,20,nov,124,3,-1.0,0,unknown,0
21004,45.0,blue-collar,married,primary,0,658.0,1,0,telephone,20,apr,406,3,270.0,2,failure,0
21005,39.0,blue-collar,divorced,unknown,0,170.0,1,0,unknown,6,may,268,2,-1.0,0,unknown,0
21006,34.0,blue-collar,married,primary,0,425.0,1,0,unknown,29,may,182,6,-1.0,0,unknown,0
21007,47.0,services,married,secondary,0,4.0,0,0,cellular,13,aug,73,2,105.0,6,success,0
21008,36.0,admin.,single,secondary,0,810.0,1,0,unknown,17,jun,296,1,-1.0,0,unknown,0
21009,70.0,retired,married,primary,0,7781.0,0,0,cellular,3,jul,222,1,-1.0,0,unknown,0
21010,37.0,technician,married,secondary,0,277.0,1,0,unknown,9,may,251,2,-1.0,0,unknown,0
21011,37.0,services,married,secondary,0,345.0,1,1,cellular,16,apr,114,1,148.0,1,failure,0
21012,30.0,self-employed,single,tertiary,0,901.0,1,1,unknown,16,may,601,1,-1.0,0,unknown,0
21013,31.0,admin.,single,tertiary,0,7505.0,1,1,unknown,2,jun,258,1,-1.0,0,unknown,0
21014,49.0,technician,married,tertiary,0,2568.0,1,0,cellular,10,jul,192,1,-1.0,0,unknown,0
21015,43.0,technician,married,secondary,0,381.0,1,0,cellular,16,jul,191,6,-1.0,0,unknown,0
21016,36.0,technician,single,secondary,0,0.0,0,0,cellular,28,aug,8,13,-1.0,0,unknown,0
21017,29.0,admin.,single,tertiary,0,14.0,0,0,cellular,29,sep,87,1,120.0,1,failure,0
21018,57.0,services,married,secondary,0,5486.0,1,0,cellular,11,may,86,7,285.0,3,failure,0
21019,42.0,entrepreneur,divorced,secondary,0,335.0,1,0,cellular,12,may,580,1,-1.0,0,unknown,1
21020,31.0,technician,married,secondary,0,2440.0,0,0,cellular,6,nov,312,1,-1.0,0,unknown,0
21021,31.0,blue-collar,single,unknown,1,17.0,1,0,cellular,6,may,72,1,-1.0,0,unknown,0
21022,28.0,blue-collar,single,secondary,0,171.0,1,0,cellular,18,may,523,2,-1.0,0,unknown,0
21023,45.0,blue-collar,married,secondary,0,4111.0,1,0,unknown,19,may,211,2,-1.0,0,unknown,0
21024,25.0,services,single,secondary,0,402.0,0,1,cellular,7,jul,264,1,-1.0,0,unknown,0
21025,36.0,housemaid,single,secondary,0,7171.0,1,0,unknown,20,may,216,2,-1.0,0,unknown,0
21026,26.0,services,married,secondary,0,-16.0,1,0,cellular,24,jul,1036,1,-1.0,0,unknown,0
21027,39.0,admin.,married,secondary,0,2319.0,0,0,cellular,7,jul,84,1,-1.0,0,unknown,0
21028,32.0,management,single,tertiary,0,2915.0,0,0,cellular,8,sep,519,1,131.0,2,failure,1
21029,55.0,entrepreneur,married,tertiary,0,0.0,0,0,cellular,17,aug,116,1,-1.0,0,unknown,0
21030,35.0,blue-collar,married,secondary,0,53.0,1,0,unknown,2,jun,826,4,-1.0,0,unknown,0
21031,52.0,management,married,secondary,0,0.0,0,0,cellular,30,jul,249,3,-1.0,0,unknown,0
21032,32.0,blue-collar,married,secondary,0,139.0,1,1,cellular,31,jul,70,5,-1.0,0,unknown,0
21033,60.0,management,married,secondary,0,544.0,0,0,cellular,12,jun,95,7,357.0,2,failure,1
21034,39.0,entrepreneur,divorced,tertiary,0,966.0,1,1,cellular,20,nov,186,1,-1.0,0,unknown,0
21035,41.0,self-employed,married,secondary,0,634.0,1,0,cellular,16,jul,239,2,-1.0,0,unknown,0
21036,39.0,housemaid,married,primary,0,1146.0,1,0,telephone,10,jul,364,1,-1.0,0,unknown,0
21037,37.0,admin.,divorced,unknown,0,471.0,1,0,cellular,18,may,200,1,-1.0,0,unknown,0
21038,27.0,management,single,tertiary,0,1277.0,0,0,cellular,30,jan,267,4,-1.0,0,unknown,0
21039,30.0,admin.,married,secondary,0,122.0,1,0,unknown,16,may,107,1,-1.0,0,unknown,0
21040,34.0,admin.,single,secondary,0,0.0,1,0,unknown,6,may,150,1,-1.0,0,unknown,0
21041,47.0,admin.,married,tertiary,0,97.0,1,0,cellular,6,may,220,1,87.0,3,failure,0
21042,35.0,self-employed,single,tertiary,0,670.0,0,1,cellular,13,may,44,1,-1.0,0,unknown,0
21043,71.0,retired,married,secondary,0,1696.0,0,0,cellular,6,oct,486,1,-1.0,0,unknown,1
21044,59.0,technician,married,secondary,0,0.0,0,0,cellular,29,aug,62,2,-1.0,0,unknown,0
21045,37.0,services,single,secondary,0,3.0,0,0,unknown,17,jun,527,1,-1.0,0,unknown,0
21046,45.0,admin.,married,secondary,0,295.0,1,0,cellular,23,jul,92,1,-1.0,0,unknown,0
21047,38.0,blue-collar,married,primary,0,5643.0,1,0,cellular,18,may,106,2,362.0,1,failure,0
21048,58.0,admin.,married,secondary,0,821.0,1,1,telephone,14,jul,83,2,-1.0,0,unknown,0
21049,31.0,blue-collar,married,secondary,0,-723.0,1,0,cellular,25,jul,112,2,-1.0,0,unknown,0
21050,37.0,services,married,secondary,0,3321.0,0,0,unknown,16,jun,215,3,-1.0,0,unknown,0
21051,54.0,admin.,married,secondary,0,9.0,0,1,unknown,1,jul,140,1,-1.0,0,unknown,0
21052,51.0,admin.,married,primary,0,943.0,1,0,unknown,29,may,620,1,-1.0,0,unknown,0
21053,32.0,blue-collar,married,secondary,0,3166.0,1,0,cellular,20,nov,418,3,-1.0,0,unknown,0
21054,33.0,blue-collar,single,primary,0,95.0,1,0,unknown,7,may,102,1,-1.0,0,unknown,0
21055,22.0,student,single,secondary,0,2162.0,0,0,telephone,2,feb,168,1,-1.0,0,unknown,0
21056,43.0,admin.,married,secondary,0,9173.0,0,0,cellular,29,jul,80,2,-1.0,0,unknown,0
21057,35.0,technician,married,secondary,0,0.0,1,0,cellular,9,nov,524,1,96.0,5,success,1
21058,78.0,retired,married,tertiary,0,1204.0,0,0,telephone,17,nov,135,1,-1.0,0,unknown,1
21059,35.0,services,single,secondary,0,-267.0,1,0,unknown,27,may,193,1,-1.0,0,unknown,0
21060,27.0,services,single,secondary,0,243.0,0,1,unknown,4,jul,253,1,-1.0,0,unknown,0
21061,54.0,unemployed,divorced,secondary,0,309.0,0,0,cellular,20,apr,241,1,-1.0,0,unknown,1
21062,46.0,entrepreneur,married,secondary,0,294.0,1,0,cellular,29,jan,444,1,196.0,1,failure,0
21063,28.0,technician,single,secondary,0,-97.0,0,0,cellular,28,jul,96,4,-1.0,0,unknown,0
21064,58.0,retired,married,primary,0,745.0,1,0,cellular,20,apr,23,1,-1.0,0,unknown,0
21065,32.0,blue-collar,single,secondary,0,3845.0,1,0,cellular,18,nov,459,3,-1.0,0,unknown,0
21066,51.0,blue-collar,married,primary,0,296.0,1,0,cellular,4,may,211,5,-1.0,0,unknown,0
21067,30.0,admin.,married,secondary,0,1165.0,0,0,cellular,25,may,205,1,35.0,2,failure,0
21068,51.0,housemaid,married,primary,0,3486.0,0,0,cellular,20,aug,135,11,-1.0,0,unknown,0
21069,46.0,blue-collar,married,primary,0,258.0,1,0,unknown,27,may,217,1,-1.0,0,unknown,0
21070,46.0,entrepreneur,married,tertiary,0,406.0,1,0,telephone,15,jul,232,4,-1.0,0,unknown,0
21071,35.0,management,single,tertiary,0,1618.0,1,1,cellular,7,may,542,1,-1.0,0,unknown,1
21072,28.0,technician,single,unknown,0,0.0,1,0,cellular,27,oct,96,1,267.0,1,failure,1
21073,54.0,self-employed,married,primary,0,0.0,0,1,telephone,9,jul,130,2,-1.0,0,unknown,0
21074,26.0,technician,single,secondary,0,3382.0,0,0,cellular,24,jul,844,5,-1.0,0,unknown,0
21075,52.0,technician,married,secondary,0,1818.0,0,1,cellular,29,jul,46,4,-1.0,0,unknown,0
21076,50.0,admin.,married,secondary,0,335.0,1,0,cellular,20,apr,166,4,-1.0,0,unknown,0
21077,33.0,services,married,secondary,0,2975.0,1,0,cellular,20,nov,207,1,-1.0,0,unknown,0
21078,31.0,technician,married,secondary,0,4182.0,1,0,cellular,4,may,347,2,-1.0,0,unknown,1
21079,31.0,management,married,tertiary,0,256.0,1,0,cellular,7,jul,28,24,-1.0,0,unknown,0
21080,38.0,unemployed,single,secondary,0,223.0,1,0,cellular,30,jul,698,4,-1.0,0,unknown,0
21081,38.0,services,married,secondary,0,304.0,0,1,cellular,2,feb,238,1,214.0,1,failure,0
21082,39.0,blue-collar,married,secondary,0,285.0,1,1,unknown,6,may,209,1,-1.0,0,unknown,0
21083,63.0,retired,divorced,tertiary,0,0.0,0,0,cellular,13,may,263,1,181.0,2,success,1
21084,39.0,blue-collar,married,secondary,0,334.0,1,0,telephone,24,jul,575,4,-1.0,0,unknown,0
21085,35.0,admin.,married,secondary,0,214.0,1,1,unknown,5,jun,247,1,-1.0,0,unknown,0
21086,56.0,admin.,married,secondary,0,150.0,0,0,cellular,22,aug,105,1,-1.0,0,unknown,0
21087,37.0,management,divorced,tertiary,0,443.0,1,0,cellular,9,apr,240,3,-1.0,0,unknown,0
21088,44.0,admin.,married,secondary,0,73.0,1,0,unknown,16,may,404,1,-1.0,0,unknown,0
21089,32.0,admin.,married,secondary,0,1604.0,0,1,cellular,7,jul,625,1,-1.0,0,unknown,1
21090,45.0,management,divorced,tertiary,0,6269.0,1,0,cellular,29,jul,20,2,-1.0,0,unknown,0
21091,32.0,management,married,secondary,0,350.0,1,0,unknown,28,may,110,2,-1.0,0,unknown,0
21092,34.0,technician,single,tertiary,0,651.0,0,0,cellular,3,feb,351,3,-1.0,0,unknown,0
21093,39.0,technician,single,tertiary,0,861.0,0,0,unknown,20,jun,32,5,-1.0,0,unknown,0
21094,42.0,services,married,secondary,0,120.0,1,0,cellular,17,apr,179,1,-1.0,0,unknown,0
21095,37.0,technician,single,unknown,0,391.0,1,0,unknown,8,may,103,3,-1.0,0,unknown,0
21096,32.0,technician,single,unknown,0,10600.0,0,0,unknown,14,may,485,2,-1.0,0,unknown,0
21097,25.0,admin.,single,tertiary,0,1185.0,0,0,cellular,15,jun,135,1,-1.0,0,unknown,0
21098,50.0,blue-collar,married,primary,0,12519.0,1,0,cellular,17,apr,146,2,147.0,4,success,0
21099,36.0,technician,single,tertiary,0,1072.0,1,0,cellular,12,aug,338,2,-1.0,0,unknown,0
21100,35.0,management,single,tertiary,0,1750.0,1,0,cellular,30,apr,687,1,9.0,3,success,1
21101,34.0,technician,divorced,secondary,0,17.0,1,0,cellular,18,may,375,3,-1.0,0,unknown,0
21102,46.0,services,married,secondary,0,2420.0,0,0,cellular,19,nov,405,2,-1.0,0,unknown,0
21103,40.0,management,married,tertiary,0,89.0,1,1,telephone,9,feb,148,6,-1.0,0,unknown,0
21104,45.0,blue-collar,married,secondary,0,1345.0,1,0,unknown,19,may,120,7,-1.0,0,unknown,0
21105,50.0,management,single,tertiary,0,1098.0,1,1,cellular,5,aug,286,1,-1.0,0,unknown,0
21106,49.0,self-employed,married,tertiary,0,503.0,1,0,cellular,27,feb,118,5,21.0,5,failure,0
21107,47.0,services,married,primary,0,0.0,1,0,cellular,4,aug,226,1,-1.0,0,unknown,0
21108,28.0,admin.,single,secondary,0,891.0,1,0,unknown,27,may,377,1,-1.0,0,unknown,0
21109,31.0,technician,married,secondary,0,439.0,0,0,unknown,4,oct,5,1,-1.0,0,unknown,0
21110,43.0,management,married,primary,0,1880.0,1,0,cellular,17,jul,63,6,-1.0,0,unknown,0
21111,53.0,management,single,tertiary,0,720.0,1,0,unknown,17,nov,99,1,-1.0,0,unknown,0
21112,55.0,blue-collar,married,unknown,0,728.0,1,0,cellular,25,jul,130,2,-1.0,0,unknown,0
21113,49.0,unemployed,married,tertiary,0,377.0,0,0,cellular,24,mar,74,2,-1.0,0,unknown,0
21114,39.0,management,married,tertiary,0,346.0,0,0,cellular,30,jul,230,3,-1.0,0,unknown,0
21115,31.0,management,single,tertiary,0,305.0,1,0,unknown,28,may,297,14,-1.0,0,unknown,0
21116,38.0,blue-collar,married,primary,0,1099.0,1,0,cellular,15,may,22,5,-1.0,0,unknown,0
21117,29.0,technician,married,tertiary,0,138.0,1,1,cellular,14,jul,113,3,-1.0,0,unknown,0
21118,45.0,services,married,secondary,0,-36.0,1,1,unknown,28,may,389,4,-1.0,0,unknown,0
21119,38.0,blue-collar,single,secondary,0,3344.0,1,0,cellular,13,may,143,1,352.0,5,failure,0
21120,34.0,blue-collar,married,secondary,0,205.0,1,1,cellular,7,jul,309,1,-1.0,0,unknown,0
21121,50.0,management,married,secondary,0,309.0,0,0,telephone,5,jun,113,1,-1.0,0,unknown,0
21122,63.0,retired,married,secondary,0,4752.0,0,0,cellular,2,sep,233,2,-1.0,0,unknown,1
21123,46.0,housemaid,married,secondary,0,38.0,0,0,cellular,27,may,181,3,183.0,1,success,1
21124,55.0,technician,married,secondary,0,517.0,1,1,unknown,19,may,61,4,-1.0,0,unknown,0
21125,56.0,admin.,married,secondary,0,3554.0,0,0,cellular,3,jun,151,1,-1.0,0,unknown,0
21126,34.0,management,single,tertiary,0,2646.0,0,0,cellular,14,apr,142,1,-1.0,0,unknown,1
21127,33.0,management,single,tertiary,0,3143.0,0,0,cellular,29,jun,421,2,-1.0,0,unknown,1
21128,50.0,technician,married,tertiary,0,2313.0,0,0,cellular,5,aug,553,1,-1.0,0,unknown,1
21129,31.0,self-employed,married,secondary,0,33.0,0,0,cellular,6,aug,165,4,-1.0,0,unknown,0
21130,35.0,blue-collar,married,primary,0,2878.0,1,0,cellular,18,nov,140,2,-1.0,0,unknown,0
21131,31.0,management,married,tertiary,0,141.0,1,0,cellular,4,feb,572,2,238.0,7,other,1
21132,32.0,unemployed,single,tertiary,0,1974.0,0,0,cellular,4,feb,775,1,-1.0,0,unknown,0
21133,26.0,blue-collar,single,primary,0,16.0,0,1,cellular,8,jul,249,2,-1.0,0,unknown,0
21134,46.0,management,single,tertiary,0,0.0,0,0,cellular,22,aug,686,2,-1.0,0,unknown,1
21135,45.0,entrepreneur,married,tertiary,0,770.0,0,0,cellular,7,aug,65,2,-1.0,0,unknown,0
21136,55.0,admin.,married,secondary,0,8304.0,0,0,cellular,1,sep,193,1,92.0,1,success,1
21137,21.0,admin.,single,secondary,0,66.0,1,0,cellular,15,may,31,1,330.0,2,failure,0
